"PP";840.96;974.05;999.13;1170.79;1379.1;1456.26;2839.22;2922.16;2949.16;;;;;;;
"PP";840.96;974.05;997.2;1168.86;1377.17;1454.33;2839.22;2922.16;2953.02;;;;;;;
"PP";840.96;974.05;999.13;1168.86;1377.17;1454.33;2839.22;2920.23;2954.95;;;;;;;
"PP";840.96;974.05;999.13;1168.86;1377.17;1452.4;2839.22;2920.23;2956.87;;;;;;;
"PP";840.96;974.05;999.13;1168.86;1377.17;1454.33;2839.22;2922.16;2951.09;;;;;;;
"PP";842.89;974.05;999.13;1168.86;1377.17;1454.33;2839.22;2922.16;2954.95;;;;;;;
"PP";840.96;974.05;999.13;1168.86;1377.17;1454.33;2839.22;2922.16;2953.02;;;;;;;
"PP";840.96;974.05;999.13;1168.86;1379.1;1454.33;2839.22;;;;;;;;;
"PP";840.96;974.05;999.13;1168.86;1377.17;1454.33;2839.22;2951.09;;;;;;;;
"PP";839.03;974.05;999.13;1170.79;1379.1;1454.33;2839.22;2922.16;2951.09;;;;;;;
"PP";840.96;974.05;999.13;1168.86;1377.17;1452.4;2841.15;2922.16;2949.16;;;;;;;
"PP";840.96;974.05;997.2;1168.86;1377.17;1454.33;2839.22;2920.23;2951.09;;;;;;;
"PP";842.89;974.05;999.13;1170.79;1379.1;1462.04;2839.22;;;;;;;;;
"PP";842.89;975.98;999.13;1170.79;1379.1;1462.04;2839.22;2953.02;;;;;;;;
"PP";840.96;974.05;999.13;1168.86;1377.17;1454.33;2839.22;2924.09;2956.87;;;;;;;
"PP";840.96;972.12;997.2;1168.86;1377.17;1456.26;2839.22;2922.16;2949.16;;;;;;;
"PP";840.96;974.05;999.13;1168.86;1377.17;1454.33;2839.22;2922.16;2953.02;;;;;;;
"PP";840.96;974.05;999.13;1168.86;1377.17;1454.33;2839.22;2922.16;2953.02;;;;;;;
"PP";840.96;972.12;999.13;1168.86;1377.17;1454.33;2839.22;2922.16;2951.09;;;;;;;
"PP";842.89;997.2;1170.79;1377.17;1454.33;2839.22;2924.09;2953.02;;;;;;;;
"PP";840.96;974.05;999.13;1168.86;1377.17;1454.33;2839.22;2924.09;;;;;;;;
"PP";840.96;974.05;999.13;1168.86;1377.17;1452.4;2839.22;2920.23;2953.02;;;;;;;
"PP";840.96;974.05;999.13;1170.79;1379.1;1454.33;2839.22;2922.16;2953.02;;;;;;;
"PP";840.96;974.05;999.13;1168.86;1377.17;1454.33;2839.22;2954.95;;;;;;;;
"PP";840.96;974.05;999.13;1168.86;1377.17;1456.26;2839.22;2924.09;2953.02;;;;;;;
"PP";840.96;974.05;997.2;1168.86;1377.17;1454.33;2839.22;;;;;;;;;
"PP";840.96;974.05;997.2;1168.86;1377.17;1454.33;2839.22;2920.23;2953.02;;;;;;;
"PP";842.89;974.05;999.13;1168.86;1379.1;1462.04;2839.22;;;;;;;;;
"PP";840.96;974.05;999.13;1168.86;1377.17;1454.33;2839.22;2958.8;;;;;;;;
"PS";761.88;964.41;1028.06;1452.4;1492.9;1583.56;1600.92;2920.23;3028.24;3061.03;;;;;;
"PS";756.1;964.41;1028.06;1452.4;1492.9;1541.12;1583.56;1600.92;2850.79;2924.09;3026.31;3061.03;3082.25;;;
"PS";759.95;962.48;1028.06;1454.33;1494.83;1529.55;1539.2;1546.91;1583.56;1602.85;2922.16;3026.31;3057.17;;;
"PS";750.31;964.41;1028.06;1452.4;1492.9;1539.2;1583.56;1600.92;2850.79;2920.23;3003.17;3028.24;3062.96;3082.25;3103.46;
"PS";763.81;964.41;1028.06;1452.4;1494.83;1525.69;1541.12;1583.56;1600.92;2850.79;2929.87;3003.17;3028.24;3061.03;3082.25;3101.54
"PS";759.95;964.41;1028.06;1452.4;1492.9;1541.12;1583.56;1600.92;2850.79;2926.01;3003.17;3026.31;3061.03;3082.25;3101.54;
"PS";756.1;964.41;1028.06;1452.4;1492.9;1539.2;1543.05;1583.56;1600.92;2850.79;2926.01;3003.17;3026.31;3061.03;3082.25;3101.54
"PS";754.17;964.41;1028.06;1452.4;1492.9;1541.12;1583.56;1600.92;2852.72;2924.09;3003.17;3028.24;3061.03;3082.25;3101.54;
"PS";964.41;1028.06;1452.4;1492.9;1539.2;1583.56;1600.92;2850.79;2927.94;3003.17;3026.31;3059.1;3082.25;3101.54;;
"PS";763.81;964.41;1028.06;1452.4;1492.9;1541.12;1583.56;1600.92;2850.79;2924.09;3003.17;3028.24;3061.03;3082.25;3101.54;
"PS";759.95;964.41;1028.06;1452.4;1492.9;1543.05;1583.56;1600.92;2850.79;2926.01;3003.17;3026.31;3061.03;3082.25;3103.46;
"PS";754.17;964.41;1028.06;1452.4;1492.9;1539.2;1583.56;1600.92;2850.79;2926.01;3001.24;3024.38;3061.03;3078.39;;
"PS";763.81;964.41;1028.06;1452.4;1492.9;1541.12;1583.56;1600.92;2850.79;2926.01;3003.17;3028.24;3061.03;3082.25;3101.54;
"PS";763.81;964.41;1029.99;1454.33;1494.83;1600.92;2852.72;2927.94;3003.17;3028.24;3061.03;3082.25;;;;
"PS";758.02;964.41;1028.06;1452.4;1492.9;1539.2;1583.56;1600.92;2850.79;2926.01;3003.17;3026.31;3061.03;3082.25;3101.54;
"PS";761.88;964.41;1028.06;1452.4;1492.9;1541.12;1583.56;1600.92;2850.79;2924.09;3003.17;3026.31;3061.03;3082.25;3101.54;
"PS";758.02;964.41;1028.06;1452.4;1492.9;1539.2;1583.56;1600.92;2850.79;2922.16;3003.17;3026.31;3061.03;3082.25;3101.54;
"PS";759.95;964.41;1028.06;1452.4;1492.9;1543.05;1583.56;1600.92;2850.79;2924.09;3003.17;3028.24;3061.03;3082.25;3101.54;
"PS";759.95;964.41;1028.06;1452.4;1494.83;1541.12;1583.56;1602.85;2850.79;2926.01;3003.17;3026.31;3061.03;3082.25;3101.54;
"PS";759.95;964.41;1028.06;1452.4;1492.9;1541.12;1558.48;1583.56;1600.92;2850.79;2926.01;3003.17;3026.31;3061.03;3082.25;3101.54
"PS";759.95;962.48;1028.06;1452.4;1492.9;1539.2;1583.56;1600.92;2850.79;2926.01;3003.17;3026.31;3061.03;3082.25;3103.46;
"PS";761.88;964.41;1028.06;1452.4;1494.83;1543.05;1564.27;1583.56;1600.92;2852.72;2926.01;3003.17;3028.24;3061.03;3082.25;
"PS";761.88;964.41;1028.06;1452.4;1492.9;1541.12;1583.56;1600.92;2850.79;2926.01;3003.17;3026.31;3061.03;3082.25;;
"PS";759.95;964.41;1029.99;1452.4;1492.9;1543.05;1583.56;1602.85;2850.79;2924.09;3003.17;3026.31;3061.03;3082.25;3101.54;
"PS";763.81;964.41;1028.06;1452.4;1494.83;1539.2;1583.56;1602.85;2850.79;2926.01;3003.17;3028.24;3061.03;3082.25;3101.54;
"PS";761.88;964.41;1028.06;1452.4;1494.83;1539.2;1583.56;1600.92;2850.79;2926.01;3003.17;3026.31;3061.03;3082.25;3103.46;
"PS";763.81;1028.06;1454.33;1494.83;1583.56;1602.85;2850.79;2926.01;3028.24;3061.03;3082.25;;;;;
"PS";759.95;964.41;1028.06;1452.4;1492.9;1541.12;1583.56;1600.92;2850.79;2926.01;3003.17;3026.31;3061.03;3082.25;;
"PS";758.02;964.41;1028.06;1452.4;1492.9;1541.12;1583.56;1600.92;2850.79;2926.01;3026.31;3061.03;3082.25;;;
"PS";758.02;964.41;1028.06;1452.4;1492.9;1535.34;1546.91;1583.56;1600.92;2850.79;2924.09;3003.17;3026.31;3061.03;3082.25;
"PVC";968.27;1097.5;1255.66;1330.88;1435.04;;;;;;;;;;;
"PVC";702.09;968.27;1097.5;1253.73;1328.95;1433.11;;;;;;;;;;
"PVC";966.34;1099.43;1247.94;1328.95;1429.25;;;;;;;;;;;
"PVC";968.27;1099.43;1255.66;1328.95;1433.11;;;;;;;;;;;
"PVC";705.95;968.27;1095.57;1328.95;1435.04;;;;;;;;;;;
"PVC";966.34;1097.5;1251.8;1328.95;1427.32;;;;;;;;;;;
"PVC";964.41;1101.35;1255.66;1328.95;1435.04;;;;;;;;;;;
"PVC";702.09;964.41;1099.43;1255.66;1328.95;1427.32;1435.04;;;;;;;;;
"PVC";705.95;966.34;1099.43;1253.73;1328.95;1427.32;1435.04;;;;;;;;;
"PVC";968.27;1099.43;1255.66;1330.88;1435.04;;;;;;;;;;;
"PVC";966.34;1099.43;1253.73;1330.88;1435.04;;;;;;;;;;;
"PVC";966.34;1099.43;1255.66;1328.95;1433.11;;;;;;;;;;;
"PVC";970.19;1103.28;1330.88;1427.32;1435.04;;;;;;;;;;;
"PVC";709.8;968.27;1099.43;1253.73;1328.95;1435.04;;;;;;;;;;
"PVC";966.34;1097.5;1253.73;1332.81;1436.97;;;;;;;;;;;
"PVC";968.27;1095.57;1255.66;1330.88;1425.4;1433.11;;;;;;;;;;
"PVC";968.27;1101.35;1255.66;1332.81;1435.04;;;;;;;;;;;
"PVC";966.34;1101.35;1257.59;1328.95;1435.04;;;;;;;;;;;
"PVC";968.27;1099.43;1255.66;1328.95;1427.32;1435.04;;;;;;;;;;
"PVC";968.27;1099.43;1255.66;1330.88;1436.97;;;;;;;;;;;
"PVC";966.34;1099.43;1255.66;1330.88;;;;;;;;;;;;
"PVC";702.09;968.27;1099.43;1251.8;1328.95;1433.11;;;;;;;;;;
"PVC";968.27;1101.35;1253.73;1328.95;1433.11;;;;;;;;;;;
"PVC";968.27;1099.43;1253.73;1330.88;1435.04;;;;;;;;;;;
"PVC";704.02;966.34;1097.5;1253.73;1330.88;1435.04;;;;;;;;;;
"PVC";968.27;1101.35;1253.73;1330.88;1427.32;1433.11;;;;;;;;;;
"PVC";966.34;1099.43;1257.59;1330.88;1427.32;1435.04;;;;;;;;;;
"PVC";702.09;966.34;1099.43;1257.59;1330.88;1435.04;;;;;;;;;;
"PVC";966.34;1099.43;1253.73;1328.95;1433.11;;;;;;;;;;;
"PVC";968.27;1097.5;1255.66;1327.03;1427.32;1435.04;;;;;;;;;;
